3.380211,26.681660
3.387006,23.437551
3.393801,19.482644
3.400596,16.260298
3.407391,13.753357
3.414186,11.795478
3.420981,10.244017
3.427775,8.994550
3.434570,7.972714
3.441365,7.125331
3.448160,6.413848
3.454955,5.809854
3.461750,5.292068
3.468545,4.844292
3.475340,4.454023
3.482135,4.111476
3.488929,3.808902
3.495724,3.540093
3.502519,3.300027
3.509314,3.084600
3.516109,2.890432
3.522904,2.714716
3.529699,2.555104
3.536494,2.409618
3.543289,2.276581
3.550083,2.154564
3.556878,2.042342
3.563673,1.938860
3.570468,1.843202
3.577263,1.754576
3.584058,1.672286
3.590853,1.595724
3.597648,1.524355
3.604443,1.457706
3.611237,1.395358
3.618032,1.336937
3.624827,1.282114
3.631622,1.230589
3.638417,1.182097
3.645212,1.136399
3.652007,1.093279
3.658802,1.052542
3.665596,1.014013
3.672391,0.977530
3.679186,0.942948
3.685981,0.910136
3.692776,0.878971
3.699571,0.849345
3.706366,0.821154
3.713161,0.794307
3.719956,0.768719
3.726750,0.744310
3.733545,0.721008
3.740340,0.698747
3.747135,0.677465
3.753930,0.657104
3.760725,0.637612
3.767520,0.618939
3.774315,0.601041
3.781110,0.583873
3.787904,0.567398
3.794699,0.551577
3.801494,0.536378
3.808289,0.521766
3.815084,0.507713
3.821879,0.494190
3.828674,0.481172
3.835469,0.468632
3.842264,0.456549
3.849058,0.444899
3.855853,0.433664
3.862648,0.422823
3.869443,0.412358
3.876238,0.402253
3.883033,0.392490
3.889828,0.383056
3.896623,0.373935
3.903418,0.365114
3.910212,0.356580
3.917007,0.348321
3.923802,0.340325
3.930597,0.332582
3.937392,0.325080
3.944187,0.317811
3.950982,0.310765
3.957777,0.303933
3.964572,0.297307
3.971366,0.290878
3.978161,0.284639
3.984956,0.278583
3.991751,0.272703
3.998546,0.266992
4.005341,0.261444
4.012136,0.256052
4.018931,0.250813
4.025726,0.245718
4.032520,0.240765
4.039315,0.235947
4.046110,0.231260
4.052905,0.226699
4.059700,0.222260
4.066495,0.217939
4.073290,0.213731
4.080085,0.209634
4.086879,0.205643
4.093674,0.201754
4.100469,0.197965
4.107264,0.194272
4.114059,0.190671
4.120854,0.187161
4.127649,0.183738
4.134444,0.180400
4.141239,0.177143
4.148033,0.173965
4.154828,0.170864
4.161623,0.167838
4.168418,0.164884
4.175213,0.161999
4.182008,0.159183
4.188803,0.156432
4.195598,0.153745
4.202393,0.151120
4.209187,0.148556
4.215982,0.146050
4.222777,0.143600
4.229572,0.141206
4.236367,0.138865
4.243162,0.136577
4.249957,0.134339
4.256752,0.132150
4.263547,0.130009
4.270341,0.127914
4.277136,0.125865
4.283931,0.123860
4.290726,0.121897
4.297521,0.119977
4.304316,0.118096
4.311111,0.116256
4.317906,0.114453
4.324701,0.112688
4.331495,0.110960
4.338290,0.109267
4.345085,0.107608
4.351880,0.105984
4.358675,0.104392
4.365470,0.102832
4.372265,0.101303
4.379060,0.099805
4.385855,0.098336
4.392649,0.096897
4.399444,0.095485
4.406239,0.094101
4.413034,0.092744
4.419829,0.091413
4.426624,0.090107
4.433419,0.088827
4.440214,0.087570
4.447009,0.086338
4.453803,0.085128
4.460598,0.083942
4.467393,0.082777
4.474188,0.081634
4.480983,0.080512
4.487778,0.079411
4.494573,0.078329
4.501368,0.077268
4.508162,0.076225
4.514957,0.075202
4.521752,0.074196
4.528547,0.073209
4.535342,0.072239
4.542137,0.071286
4.548932,0.070350
4.555727,0.069431
4.562522,0.068527
4.569316,0.067639
4.576111,0.066766
4.582906,0.065909
4.589701,0.065066
4.596496,0.064237
4.603291,0.063422
4.610086,0.062621
4.616881,0.061834
4.623676,0.061059
4.630470,0.060298
4.637265,0.059549
4.644060,0.058812
4.650855,0.058088
4.657650,0.057375
4.664445,0.056674
4.671240,0.055984
4.678035,0.055305
4.684830,0.054637
4.691624,0.053980
4.698419,0.053333
4.705214,0.052696
4.712009,0.052070
4.718804,0.051453
4.725599,0.050846
4.732394,0.050248
