2.397940,471.534204
2.405991,418.034765
2.414041,372.378417
2.422092,333.288574
2.430142,299.686704
2.438193,270.674583
2.446243,245.509705
2.454294,223.580216
2.462344,204.382129
2.470395,187.499720
2.478446,172.589194
2.486496,159.365295
2.494547,147.590438
2.502597,137.065941
2.510648,127.624953
2.518698,119.126756
2.526749,111.452169
2.534799,104.499830
2.542850,98.183174
2.550901,92.427980
2.558951,87.170364
2.567002,82.355131
2.575052,77.934424
2.583103,73.866598
2.591153,70.115298
2.599204,66.648679
2.607254,63.438762
2.615305,60.460893
2.623355,57.693281
2.631406,55.116615
2.639457,52.713737
2.647507,50.469360
2.655558,48.369832
2.663608,46.402934
2.671659,44.557700
2.679709,42.824272
2.687760,41.193766
2.695810,39.658160
2.703861,38.210197
2.711912,36.843299
2.719962,35.551493
2.728013,34.329343
2.736063,33.171899
2.744114,32.074639
2.752164,31.033432
2.760215,30.044494
2.768265,29.104354
2.776316,28.209827
2.784367,27.357981
2.792417,26.546119
2.800468,25.771751
2.808518,25.032581
2.816569,24.326483
2.824619,23.651493
2.832670,23.005789
2.840720,22.387680
2.848771,21.795598
2.856822,21.228083
2.864872,20.683777
2.872923,20.161415
2.880973,19.659818
2.889024,19.177884
2.897074,18.714584
2.905125,18.268955
2.913175,17.840098
2.921226,17.427168
2.929276,17.029375
2.937327,16.645975
2.945378,16.276272
2.953428,15.919610
2.961479,15.575373
2.969529,15.242981
2.977580,14.921887
2.985630,14.611576
2.993681,14.311562
3.001731,14.021386
3.009782,13.740615
3.017833,13.468840
3.025883,13.205672
3.033934,12.950746
3.041984,12.703714
3.050035,12.464247
3.058085,12.232034
3.066136,12.006778
3.074186,11.788198
3.082237,11.576029
3.090288,11.370015
3.098338,11.169918
3.106389,10.975507
3.114439,10.786564
3.122490,10.602882
3.130540,10.424263
3.138591,10.250518
3.146641,10.081468
3.154692,9.916941
3.162743,9.756773
3.170793,9.600809
3.178844,9.448899
3.186894,9.300900
3.194945,9.156676
3.202995,9.016097
3.211046,8.879038
3.219096,8.745379
3.227147,8.615006
3.235197,8.487810
3.243248,8.363685
3.251299,8.242531
3.259349,8.124252
3.267400,8.008755
3.275450,7.895950
3.283501,7.785754
3.291551,7.678083
3.299602,7.572859
3.307652,7.470007
3.315703,7.369454
3.323754,7.271130
3.331804,7.174967
3.339855,7.080902
3.347905,6.988871
3.355956,6.898816
3.364006,6.810677
3.372057,6.724401
3.380107,6.639932
3.388158,6.557219
3.396209,6.476214
3.404259,6.396866
3.412310,6.319131
3.420360,6.242964
3.428411,6.168321
3.436461,6.095161
3.444512,6.023443
3.452562,5.953129
3.460613,5.884182
3.468664,5.816564
3.476714,5.750241
3.484765,5.685179
3.492815,5.621346
3.500866,5.558708
3.508916,5.497237
3.516967,5.436902
3.525017,5.377674
3.533068,5.319526
3.541118,5.262430
3.549169,5.206361
3.557220,5.151293
3.565270,5.097202
3.573321,5.044064
3.581371,4.991856
3.589422,4.940556
3.597472,4.890141
3.605523,4.840592
3.613573,4.791888
3.621624,4.744008
3.629675,4.696934
3.637725,4.650648
3.645776,4.605130
3.653826,4.560364
3.661877,4.516333
3.669927,4.473019
3.677978,4.430407
3.686028,4.388482
3.694079,4.347227
3.702130,4.306629
3.710180,4.266672
3.718231,4.227344
3.726281,4.188630
3.734332,4.150517
3.742382,4.112993
3.750433,4.076044
3.758483,4.039659
3.766534,4.003825
3.774585,3.968532
3.782635,3.933768
3.790686,3.899522
3.798736,3.865784
3.806787,3.832543
3.814837,3.799789
3.822888,3.767511
3.830938,3.735702
3.838989,3.704351
3.847039,3.673449
3.855090,3.642987
3.863141,3.612957
3.871191,3.583349
3.879242,3.554157
3.887292,3.525372
3.895343,3.496986
3.903393,3.468991
3.911444,3.441380
3.919494,3.414146
3.927545,3.387282
3.935596,3.360780
3.943646,3.334634
3.951697,3.308837
3.959747,3.283383
3.967798,3.258265
3.975848,3.233478
3.983899,3.209015
3.991949,3.184871
4.000000,3.161040
